text,label,char_len,word_count
Barva,1,5,1
přenos dat naprosto v pořádku,1,29,5
není na tom co zkazit,1,21,5
"Kvalita materiálu, žádná tenká nit.",1,35,5
Nevím o nich.,0,13,3
Super vodič,1,11,2
WiFi funguje,1,12,2
Díky tomuto kabelu vám mohu odepsat,1,35,6
Drát je moc dlouhý,0,18,4
"Mozna jen  chyba kusu, ale byl nefunkcni.",0,41,7
Co říct👍,1,8,2
Kabel funguje bez problémů,1,26,4
Líbí se mi i ta oranžová barva,1,30,7
Splnil očekávání,1,16,2
"příjemný na práci, flexibilní",1,29,4
Je to kabel...,1,14,3
Dávejte bacha na délku :-D,0,26,5
Výrazná barva,1,13,2
"Trochu tužší, než bych rád",0,26,5
Černý,1,5,1
Ideální délka na připojení Smart TV,1,35,6
Kabel kabelovitý,1,16,2
Ideální délky,1,13,2
"Kabel, no :-))",1,14,3
"Používám na gigabitovou síť, v poho",1,35,6
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1,90,16
Nemám,1,5,1
Nemám žádný,0,11,2
Žádný,1,5,1
prostě kabel nic víc nic míň,1,28,6
Slabý vodič,0,11,2
Vnější izolace se hned láme.,0,28,5
prostě kábl...,1,14,2
černý a 10 m dlouhy,1,19,5
Funguje přes něj internet 300 Mmbit,1,35,6
Hezky zacvakávají koncovky,1,26,3
Neutrální barva,1,15,2
Nelze zohnout do pravého úhlu,0,29,5
Prostě kabel - funguje :-),1,26,5
Kabel... Kabeluje :-),1,21,3
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1,91,18
měkký,1,5,1
flexibilní,1,10,1
Docela dlouhej,1,14,2
Mohl mít normální barvu,0,23,4
Speed is slow for internet connection as it is CAT5E,0,52,10
Bez problémů super,1,18,3
"Hotový kabel i s koncovkami , bez chyby!!!",1,42,8
splňuje očekávání,1,17,2
Tahá to ty internety,1,20,4
Je to docela dlouhý kabel,1,25,5
"Barva nikoho neurazí, takzvaně neutrální šedá",1,45,6
Mohl by být i delší,0,19,5
Není bílý,0,9,2
Super kabel,1,11,2
Pevný kabel,1,11,2
Zalisované koncovky,1,19,2
"brutálně hubený kabílek, lepší si někde koupit kabel silnější v metráži a koncovky si nakrimpovat",0,97,15
dobrý běžný kabel,1,17,3
"Slouží, jak má",1,14,3
"kabel, router - home base",1,25,5
kabel router - telka - funguje,1,30,6
Kromě přenosu dat funguje i jako devítiocasá kočka.,1,51,8
Načítání reklam je teď o dost rychlejší než přes hliníkovou dvoulinku.,1,70,11
Sexy barva bužírky,1,18,3
Přestřihnutím získáte neprůstřelný firewall,1,43,4
Čekal bych obsáhlejší návod a varování o epilepsii,0,50,8
Rychle dodani.,1,14,2
"Kvalia, dobra cena.",1,19,3
farba,1,5,1
dlouhý černý kabel,1,18,3
dosáhne tam kam potřebuju,1,25,4
Works,1,5,1
"Úplně obyčejný kabel, který dělá přesně to, co od něj potřebuji. Je kabel.",1,74,13
"Neumí věci, které by člověk od kabelu nečekal, třeba uklidit.",0,61,10
Je fakt super,1,13,3
Perfektní barva,1,15,2
Skvělá barevnost,1,16,2
Vyborně vyrazná barva,1,21,3
Pěkná barva,1,11,2
Výborný dlouhý patchkabel,1,25,3
Kvaltní stínění i v délce 15 m v kanceláři málo interferenci,1,60,11
mohl by být užší,0,16,4
Super rychlost,1,14,2
Pěkné koncovky,1,14,2
Nevím k čemu slouží ale mám ho.,0,31,7
Dela co má,1,10,3
Levný a slouží OK,1,17,4
Úplně normální kabel,1,20,3
Délka 40m,1,9,2
Nesmí se zamotat jinak je to peklo,0,34,7
Standardní kabel,1,16,2
Není možnost růžové barvy,0,25,4
Kabel co dokáže vést internet,1,29,5
"Kabel, který funguje...",1,23,3
"Chybí ochrana plastové západky / zámku, který drží kabel zapojený v konektoru. I při opatrném zacházení se časem ulomí...",0,121,19
"Normalni kabel, plně funkční, děla co ma.",1,41,7
Rychlos,1,7,1
"Funguje, je zelený.",1,19,3
Co by se očekávalo od UTP kabelu,1,32,7
vše podle očekávání,1,19,3
Funkční 1000mbps přenos,1,23,3
"Cena, rychlé dodání",1,19,3
"Měkká bužírka, strašně snadno se láme při překroucení",0,53,8
dostupnost na provozovně,1,24,3
propustnost (1 Gbps),1,20,3
je línej - zeď jsem musel provrtat sám :),0,41,9
Vysoce kvalitní kabel s velkou kvalitou a rychle jede do wifi,1,61,11
Moc vysoká cena,0,15,3
Nekvalitní guma,0,15,2
Kabely dorazily ve dvou barevných odstínech. Ale na funkci to samozřejmě vliv nemá. Spíše detail.,0,97,15
"DOPORUČUJI Cena, kvalita.",1,25,3
"Prostě to funguje tak, jak by člověk čekal.",1,43,8
"Dosah wifi je dostatečný, přenosová rychlost dobrá.",1,51,7
Da sa s nim zviazat neposedne dieta,1,35,7
Pakety vedie krasne a rovno,1,27,5
Zanechava rany po silnych svihoch,0,33,5
žádné neshledávám,0,17,2
"Prostě kabel, slouží jak má :D",1,30,6
Dost dlouhý,1,11,2
Vše jak má být,1,14,4
"Dělá to, co dělat má :)",1,23,6
"dlouhý, úzký, prostě jak má správnej kabel vypadat",1,50,8
"Dobrý kabel , propustnost MB bezproblémová i na tak velkou vzdálenost",1,69,11
"Je to kabel. K tomu k cemu je urceny, tak funguje.",1,50,11
Neda se zapojit do mikrovlnky,0,29,5
"prostě drát, dělá co má, a je nádherně červený",1,46,9
není zelený,0,11,2
Moc nám tento výrobek pomohl,1,28,5
taková tkanička ve které se drátky překrucují,0,45,7
"do dirky pasuje akorát, jemne cvakne po vsunuti, cena",1,53,9
"moc toho nenamluvi, kabel jeden",0,31,5
k mému velkému překvapení propojil dvě zařízení,1,47,7
"na švihadlo pro dospělého jsou dva metry vážně málo, takže jestli chcete s kabelem cvičit, pořiďte si delší :-)",0,111,19
"Co rict, proste kabel :-)",1,25,5
"Spoji a funguje, jak ma.",1,24,5
Vyber z mnoha barev.,1,20,4
"Az doslouzi, da se z nej udelat 4-5 svihadel ;-)",1,48,10
"Neuvari, nevypere a neuklizi ;-)",0,32,5
pěkný doplněk kolem pasu,1,24,4
při mlácení dětí nedělá rámus,1,29,5
vhodný do přírody na lov či zdolávání hory,1,42,8
nemá led osvětlení,0,18,3
žádné viditelné logo,0,20,3
nelze připojit k telefonu,0,25,4
Klasický spolehlivý kabel,1,25,3
Ohebný,1,6,1
tenký a snadno se dá poškodit,0,29,6
"pro mne nevhodné barevn= řešení, ale je to schované, takže to moc nevadí",0,72,13
Úzký kabel,1,10,2
Výběr délky kabelu,1,18,3
funguje jak ma.,1,15,3
délka je akorát,1,15,3
Rychlý datový přenos,1,20,3
Doporučuji spíše koupit CAT6,0,28,4
Nemá ochranu zámku tak jak je vyobrazeno.,0,41,7
Kabeluje,1,8,1
Da se o nej zakopnout,0,21,5
Prostě funkční kabel.,1,21,3
Standardní data kabel dobrá ohebnost .,1,38,6
Kabel je kabel a je funkční. Co bych asi na něm mohl hodnotit???;-)),1,68,13
Je to kabel.,1,12,3
Prenasi data.,1,13,2
Kdyz ho odpojis tak je z nej porad kabel.,0,41,9
Noooo kabel kabeluje jak má takže …….joooo dobrý.,1,49,8
Nechce si povídat,0,17,3
Funguje !!!,1,11,2
Good quality and good price.,1,28,5
luxusne zabalený v priehľadnej fólii,1,36,5
"má 2 konce, čo sa môže hodiť",1,28,7
jeden z 50 odtieňov sivej,1,25,5
Dlouhý a kabelovitý ethernetí kabel,1,35,5
Fajn cena,1,9,2
Dobrá délka,1,11,2
Udělá internet,1,14,2
Nenatáhnul se sám,0,17,3
Prostě funguje,1,14,2
Neuveritelne smrdi (jako fakt),0,30,4
Rozumná cena,1,12,2
Lehce se odebírá ze zásuvek,1,27,5
Funguje..,1,9,1
krátký :-D,0,10,2
zelený,1,6,1
krátký :),0,9,2
kabeluje,1,8,1
perfect :),1,10,2
vede dobře a byl levný,1,22,5
"je to proste kabel, ktery zatim funguje",1,39,7
Funguje jak má 😉,1,16,4
ztráta rychlosti - zřejmě očekávatelné od této delky kabelu,0,59,9
":-) Jaké klady napsat ke kabelu, že? Prostě funguje :-) Což se očekává. :)",1,74,14
"ok, dela to co kazdy kabel",1,26,6
mohl by mi umet udelat snidani do postele,0,41,8
"cena,rychlé dodání",1,18,2
musel jsem zaplatit :),0,22,4
Je dlouhý 20 metrů,1,18,4
Je ethernetový,1,14,2
A je to kabel,1,13,4
"Sám se zdí neprotáhne, musíte do udělat vy :)",0,45,9
"Není na tom moc co pokazit, funguje, má jenom maličko slabší bužítku, ale kdo to u tohohle řeší?",1,96,18
"Pěkně se klade, hodně pustí a přibouchnutý ve dveřích nepřekáží.",1,64,10
O půl centimetru delší než uvedená délka,0,40,7
Velmi úhledně srolovaných 20 metrů kabelu.,1,42,6
"Za tu cenu je v pořádku, obyčejný síťový kabel.",1,47,9
Idealni delka,1,13,2
"Jedinou funkci, kterou má, plní dobře. :D",1,41,7
"pevně nakrympováno, odolný měkčený pvc",1,38,5
funguje - to jsem chtěl,1,23,5
Chodí spolehlivě na 1GB síti,1,28,5
"pohodlná práce při zapojování, funguje dobře",1,44,6
Dlouhý a spolehlivý.,1,20,3
Strašně smrděl novotou po vybalení :-),0,38,6
Dobře ohebný,1,12,2
"Moc se nekroutí, i když byl v balení namotaný!",1,46,9
"Pevný, pružný, odolný",1,21,3
dela co ma bez potize,1,21,5
Délka a barva souhlasí s popisem.,1,33,6
"Kabel není dostatečně pružný. To ukazuje, že pletivo drátů není jemné či dokonce že vodiče tvoří silné dráty. Kabel asi dlouho nevydrží. Škoda, že v popisu zboží není o kvalitě zmínka.",0,184,31
"Kvalita,ale pozor 25 cm není opravdu mnoho........",1,50,7
Kvalitní kabílek,1,16,2
"Časem zjistíte, že 25 cm opravdu není mnoho",0,43,8
"Příjemná práce s tímto kabelem.Není ani těžký ani tlustý, na ohyb dobrý.",1,72,12
Možnost barevných variant,1,25,3
zcela dostačuje k propojení wifi-routeru a smartTV,1,50,7
"od doby, co máme kabel, nám Ibod vždy funguje :-)",1,49,10
Levné plastové lamaci koncovky,0,30,4
Barevný,1,7,1
To nevím. Snad mohl být měkčí.,0,30,6
"Překvapivě více měkký než jiné klasické UTP kabely, na které jsem zvyklý.",1,73,12
"šmejd, z 30 ti kusů jich správně fungovalo 5. Kupoval jsem víc variant 0,5m patch kabelů od Datacomu, skoro všechny nefungovaly.",0,128,21
"šmejd, z 30 ti kusů jich správně fungovalo 5.",0,45,9
"Kupoval jsem víc variant 0,5m od Datacomu, skoro všechny nefungovaly.",0,69,10
barevné odlišení je výborné jakmile máte 8-portový switch,1,57,8
"levny, a zatim funkcni",1,22,4
"hrozne mekky kabel, dle meho nazoru bez jakekoliv zpevneni, stineni",0,67,10
"pokud bude ulozen na mistech kde nebude vystaven namahani, nebo manipulaci, ok",0,78,12
"zatim funkcni, ale duveru ve me moc nebudil",0,43,8
Kvalitne prevedenie koncoviek,1,29,3
Cena / dlzka,0,12,3
"Barevné varianty, které jsou dostupné.",1,38,5
Stínění je minimální - přeříznuto mírným škobrtnutím nůžek,0,58,8
nezklamal,1,9,1
dobře ohebný,1,12,2
nezvyšuje rychlost internetu,0,28,3
dela co ma,1,10,3
"Čekal jsem kabel, dostal jsem kabel.",1,36,6
na tom se nedá nic zkazit,1,25,6
Ohebnost,1,8,1
S konektory,1,11,2
UTPčko no takže měkčí a snadnější rušení,0,40,7
hezký,1,5,1
černý,0,5,1
Funguje jak má.. :),1,19,4
kabel funguje,1,13,2
Nefunkční,0,9,1
"robi to, co by ste od kabla ocakavali",1,37,8
splnil co som ocakaval,1,22,4
"áno, je to kábel",1,16,4
"áno, má dva konce",1,17,4
"áno, je modrý",1,13,3
zatial ziadny problem,0,21,3
"Netienený, klasický dátový kábel katégórie 5e dostačujúci na bežný vysokorýchlostný prenos.",1,91,11
Za tú cenu nemá asi žiadne zápory.,0,34,7
není co jinak vytknout,1,22,4
pamatuje si podobu při smotání,0,30,5
Klasika OK,1,10,2
"je dost dlouhej a propojí, co je třeba, prostě kabel...",1,55,10
Čierna farba,1,12,2
Plní svoju funkciu bez problémov,1,32,5
Kvalitní zalité koncovky.,1,25,3
Měkký a lehce poddajný kabel.,1,29,5
Vše OK a bez problémů.,1,22,5
Stínený,1,7,1
Na parááádu,1,11,2
Nechcel sa sám zapojiť,0,22,4
"Parádní kabel, celejch sedm metrů zábavy.",1,41,6
Po sedmi metrech zábavy přišel konec. Příště si koupím delší.,0,61,10
Kvalitní výrobek.,1,17,2
"Standartní kabel, zatím funguje.",1,32,4
Velka 5m,1,8,2
Makký kabel,1,11,2
Moc tenké a křehké,0,18,4
Dobry kabel,1,11,2
kabel propojuje.,1,16,2
Funguje na první zapnutí,1,24,4
"ve specifikaci by mohlo být uvedeno, zda se hodí nebo nehodí do venkovního prostředí. Tento se podle všeho moc nehodí.",0,118,20
"Spojuje, takže dělá to co má",1,28,6
"Připojení to vede, takže asi dobrý. :)",1,38,7
Na stálé připojení vzdáleného PC od zásuvky výborný.,1,52,8
Dostatečně ohebný a dlouhý.,1,27,4
veľmi vysoká rýchlosť - z 30 Mb/s (WiFi) sa mi rýchlosť zvýšila na 60 Mb/s!,1,75,15
10-ročná záruka,1,15,2
trochu vyššia cena,0,18,3
"Kabely rozdílných barev mi pomohly podstatně zjednodušit pátrání, kam který vede",1,80,11
"Velmi solidní provedení konektoru, velmi ohebný kabel.",1,54,7
Nevím o žádném.,0,15,3
bez problémů funkčí,1,19,3
Asi nic prostě kabel.,1,21,4
Přenáší data,1,12,2
Připojí vás k internetu,1,23,4
Velimi ohebný,1,13,2
Zatiaľ všetko funguje,1,21,3
Příjemná barva,1,14,2
Zatím jsem žádné nenašla.,0,25,4
"Zatím funkční, věřím, že už ho stěně nesežere...",1,48,8
Klasika. Bez připomínek.,1,24,3
"prostě kabel, v barvě koupen pro lepší rozlišení ve switchi",1,59,10
dlouhý :),1,9,2
Router to Router funguje pro 1Gbps,1,34,6
Dostatečně dlouhý do vedlejší místnosti,1,39,5
Podřeboval jsem delší Síťak a tenhle mi bohatě stačí :),1,55,10
"Nic, prostě Síťák :)",0,20,4
"co má dělat, tak dělá",1,21,5
splnil účel,1,11,2
Funguje zatím bez problému.,1,27,4
"síťový kabel, volba barvy",1,25,4
bezproblémová funkce,1,20,2
Nenatahnul se sám,0,17,3
Pěkně se ohýbá,1,14,3
Měkký,1,5,1
jede jenom 100mb,0,16,3
vyhovující kabel,1,16,2
co říct ke kabelu...,1,20,4
"co sem si objednal to mám,funguje :D",1,36,7
nic ---,0,7,2
"dostatečná délka, hezká barva, vše funguje",1,42,6
"je to kabel, je pekny",1,21,5
nema chranicku proti odlomeniu toho dzindzika,0,45,6
Farba,1,5,1
Zatiaľ som ešte nezistil,0,24,4
hezká barva,1,11,2
u 75% kabelů chybně zapojen konektor,0,36,6
Je to kabel a funguje,1,21,5
Perfektne na farebne oznacenie.,1,31,4
farba :) ale prijemne ohybny,1,28,5
zatial nic,0,10,2
"Dvakrát měřte, jednou objednávejte. Myslel jsem, že 10 metrů mi bude stačit až nad hlavu, nakonec kabel na potřebné místo dosáhl těsně :D",0,137,23
"základní kabel, funguje",1,23,3
Krásně černý,1,12,2
"klasický kabel, není co dodat",1,29,5
Má krásně barevné drátky na koncích,1,35,6
Při švihání nechává koncovka otisky v kůži,0,42,7
Dobrá cena. UTP 6,1,17,4
Super dlouhý kabel. Nemám s nim žádný problém,1,45,8
"Výborné zpracování díky kterému lze kabel i opakovaně použít! Na konci kabelu na těch průhledných mrškách je takový zobáček, který když se stiskne, tak jde kabel ze zařízení i vysunout a použít znovu!",1,200,33
"Pokud nevíte, že na těch mrškách je ten zobáček na zmáčknutí, tak se musí ze zařízení vytrhávat silou. To se musí ale opatrně, aby jste to nevyrvali i se síťovou kartou. Chce to trochu cviku, ale i tak se dá použít, takže to vlastně ani není zápor...",0,250,47
dobré koncovky,1,14,2
splní co má,1,11,3
Nakonec jsem využil elektrického rozvodu sítě a kabel nebyl třeba...jaká elegance řešení sítě přes elektriku!,1,109,15
Pružnost,1,8,1
"Kvalitní a příjemný materiál, originální barva.",1,47,6
"V případě, že nemáte stále zapojeno, absence krytek způsobuje náchylnost k ulomení jistících zobáčků.",0,101,14
Kvalitní a příjemný materiál.,1,29,4
žádná krása - je to proste kabel :-),0,36,8
zatial ide,1,10,2
Kúpil  som 2 jeden bol pri zmotávaní zle stočený stočený.,0,57,10
"Je tak dlouhý, že bych se oběsil i ze 4 patra :)",1,48,12
Bolelo by to,0,12,3
dlžka,1,5,1
Běžný kabel.,1,12,2
Konektory by mohly být o něco lepší.,0,36,7
kvalita za rozumnú cenu,1,23,4
poddajný,1,8,1
žádné zápory nemá,0,17,3
"krásna zelená farba, úplne sa hodí k mojim očiam",1,48,9
Akorát dost dlouhý.,1,19,3
stále funkční,1,13,2
dobré pro rozlišení kabeláže,1,28,4
doporucuji,1,10,1
"Dělá, co od něj očekávám.",1,25,5
"žádné ,  snad že není natahovací :D",0,35,7
"Povrchová úprava skvěle napomáhá tření uzlů, takže se z toho vázání sama nedostala a nikam mi nezdrhla. Doporučuji!",1,115,18
Vrže to. Trochu.,0,16,3
"funguje, docela odolný",1,22,3
"Spojení routeru a PC funguje, co víc od kabelu chtít",1,52,10
Měkká chránička drátů - snadno lze kabel zlomit,0,47,8
Splnil svoju funkciu.,1,21,3
"Mäkky, ohybný a flexibilný.",1,27,4
"Neodporúčam tomu, kto potrebuje pevný, hutný kábel.",0,51,7
"Funguje přesně jak má, žádné problémy, doporučuji",1,49,7
je delší než 4 m,1,16,5
je kratší než 6 m,0,17,5
Skvělá cena,1,11,2
Kvalitní kabel s dlouhou životností,1,35,5
proste kábel,1,12,2
Přesně co jsem čekal,1,20,4
Je dlouhý ... překvaivě,1,23,4
Láme se,0,7,2
dobry pomer cena/uzitna hodnota,1,31,4
"levný, funkční, barevně odlišny",1,31,4
Krásny kábel.,1,13,2
Nádhernýý.,1,10,1
A normálne vedie dáta.,1,22,4
Zázrak na trhu !,1,16,4
že nie je zadarmo,0,17,4
koncovky kabelu vydržely i protahování tři patra podél odpadní roury a bez potíží běhaj,1,87,14
splnuje očekávání,1,17,2
"kabel na prepojenie periferii, lahka manipulacia",1,48,6
"prostě kabel, funguje bez problémů",1,34,5
kábel,1,5,1
"výborný kabel, velmi ohebný.",1,28,4
"Wifi funguje, na to som ho kúpil.",1,33,7
Slouží dobře ke svému účelu,1,27,5
Rychlejší přenos dat než přes WiFi,1,34,6
Práce s natažením,0,17,3
levný a dobrý....,1,17,3
mohol by byt tensi,0,18,4
funguje bez problémů (nic jiného od kvalitního standardního kabelu ani neočekávám)... ;),1,88,12
"Kábel taký, aký má byť.",1,23,5
Splňuje to co má,1,16,4
"Je to přeci jenom spíše šňůra než kabel, uložil jsem raději do nejmenší elektroinstalační lišty.",0,96,15
co dodat vše ok,1,15,4
Kvalitní kabel spojujcí design s nejmodernějšími technologiemi a to vše v neuvěřitelné velikosti dvou metrů. Jeho výkon je dech beroucí a hodí se jak do kanceláře tak třeba i k Vám do bytu,1,188,33
Kábel,1,5,1
není růžový,0,11,2
Kvalitní kabel spojujcí design s nejmodernějšími technologiemi a to vše v neuvěřitelné velikosti pěti metrů. Jeho výkon je dech beroucí a hodí se jak do kanceláře tak třeba i k Vám do bytu,1,188,33
Není růžový,0,11,2
Krasna seda barva,1,17,3
Mohl by byt delsi,0,17,4
"Kabel, ktery po zapojeni plnil funkci u zakaznika, jak se mu dari ted, opravdu netusim :-)",1,90,16
"Obycejny sitovy kabel o delce 20m, pro me zakazniky ucel splnil, jak se mu dari po pul roce, netusim :-)",1,104,20
Časově nenáročná dostupnost.,1,28,3
prostě funkční kabel :D,1,23,4
"pacičky už se při častém používaní ulámaly, chtělo by to ochranu...",0,67,11
dobře vidět žluťák,1,18,3
Funguje!,1,8,1
"Kabel no, není co zkazit.",1,25,5
"splnil co mal, jednoducho a prosto 5 metrovy internetovy kabel xD",1,65,11
"velmi lahko sa ohyba, je makky a to som potreboval :)",1,53,11
pri prvom zapojeni nefungoval ale hned po vytiahnuti a znovu zapojine uplne v pohode ;),0,87,15
"Univerzálny lan kábel. Som spokojný, pretože signál z wifi bol slabý a teraz keď to mám zapojené priamo cez kábel z routra do pc tak mám 10 násobne rýchlejší internet :)",1,169,31
Barevné odlišení,1,16,2
Je černý! :D,1,12,3
"Vzhledem k tomu, že jeho jedinou schopností je spojit 2 zařízení, což umí, tak asi nic :)",0,89,17
Délka bez ztrát,1,15,3
"krásně a akorát dlouhý, je-li mezi propojovacími body A a B do 5 m trasy",1,72,15
"když je dlouhý moc, přebytek se dá stočit do kolečka a převázat oplastovaným drátkem, nebo provázkem. Stačí i nitka!",1,116,19
praktická barva co nikde nesvítí a vyhoví i jedincům s temnou myslí,1,67,12
konektory při správném a dokonaném zavedení do síťových zásuvek krásně cvaknou,1,78,11
"bužírka kabelu je příjemná na omak. Jeden má pak tendence kabel hladit, není-li po ruce ženské tělo",1,99,17
"kabel je poměrně pevný, méně vykrmení jedinci si to na něm můžou v případě potřeby i hodit",1,90,17
"je-li mezi propojovacími body A a B více než 5 m trasy, pak je kabel krátký a tedy nepoužitelný. T.j. nutno koupit delší a tedy i dražší!",0,137,27
"kdo chce z nějakého důvodu kabel jiné barvy, černý mu nemusí vyhovovat",0,70,12
"když zapomenete kabel strčit do pc a jeho jeden konec se pak válí po podlaze, při přejetí kolečkem židle se může ulomit plastový zpětný zpětný zobáček zajištující konektor proti samovolnému vypadnutí ze síťové kundičky. Kabel z ní pak může samovolně vypadnout. Pokud ho přejedete tam i zpět, nelze ho do ní už dokonce ani správně zavést. Nutno si pak pořídit koncovky RJ45 a krymplovací kleště a koncovku si zhotovit novou.",0,423,70
Splnil má nejtajnější očekávání,1,31,4
Nemá na koncích krytku proti zničení cvočku,0,43,7
prírodná farba,1,14,2
nie sú mi známe.,0,16,4
kabel funguje jak má,1,20,4
super.,1,6,1
Výborný a skvělá cena.,1,22,4
Bohužel žádné.,0,14,2
Splňuje očekávání.,1,18,2
"Splňuje očekávání, co na tom hodnotit?",1,38,6
"Dobrá ohebnost, pracoval ihned",1,30,4
celková spokojenost doporučuji,1,30,3
funguje jak má :),1,17,4
"Je to kabel, a vedie data :)",1,28,7
"Perfektni delka, dobre sedici konektory",1,39,5
"kablík v pohodě ,cena též -)",1,28,6
Vše bez problému super...,1,25,4
prostě funguje :-),1,18,3
Za tú cenu sa mi neoplatí kábliky do page-panelu vyrábať.,1,57,10
Ešte som káble nezapojil,0,24,4
funguje to,1,10,2
kabel došel poněkud odřený,0,26,4
podľa očakávania funguje dobre,1,30,4
kabel...,1,8,1
"Nic na tom není,je to prostě kabel",1,34,7
10 metrov,1,9,2
Sieťový kábel,1,13,2
"Dokáže pripojiť počítač s routrom, prípadne s iným počítačom.",1,61,9
Nedá sa jesť,0,12,3
kabeluje s veselou barvou. ok,1,29,5
Je oranžový :-),1,15,3
Je zelený :-),1,13,3
Dlouhý :D,1,9,2
"super cena, dobrá funkce",1,24,4
"perfektní, že se dělá takové délky",1,34,6
"čekal jsem, že bude větší klubko, ale překvapilo příjemně jak rozměrem, tak váhou",1,81,13
odstín šedi - je fakt luxusní,1,29,6
na dotek velmi příjemný,1,23,4
"délka, ta je nejlepší .. ta je fenomenální",1,42,8
igelitový obal byl průhledný. Přál jsem si červený,0,50,8
kabel zapáchal po kaviáru,0,25,4
"vybírejte opatrně, 25 cm je opravdu krátký kabel :)",1,51,9
barevné odlišení kabelů,1,23,3
"Jednoduše, funguje.",1,19,2
Barva :),1,8,2
Delka.,1,6,1
"Kabel je mekky, takze da se s nim hybat +",1,41,10
"dlouhý, pevný kabel",1,19,3
koncovky jsou zalité a ohebné (oproti od techniků nacvaknutých průhledných při instalaci kabelů),1,96,13
nic-možná barva,0,15,2
je dražší než šedivý,0,20,4
Parádní,1,7,1
funguje!,1,8,1
Bezvadne spojeni - router do smart tv - nevypadava mi jiz spojeni,1,65,12
krásně žlutý,1,12,2
Doporučuji. Dobrý kabel.,1,24,3
pěkná barva,1,11,2
OK kabel,1,8,2
Vyhovuje.. super,1,16,2
Měla jsem koupit delší,0,22,4
Standart,1,8,1
Bezproblému funguje,1,19,2
žádný neznám,0,12,2
pakety přes něj běhají bez problémů,1,35,6
neumí uvařit kafe,0,17,3
"kabel je holt kabel, drží ...",1,29,6
Pěkny,1,5,1
Modrý,1,5,1
Jsem spokojen. Vše ok,1,21,4
"Datacom, CAT5E, UTP, 40m",1,24,4
"Kabel - poctivé provedení, funguje :-)",1,38,6
Používám na propojení routeru a PC,1,34,6
Užitečný !,1,10,2
Co dodat prostě Sítový Kabel,1,28,5
Prostě kabel.,1,13,2
Velmi vysoká cena oproti konkurenci.,0,36,5
Cena / Užitná hodnota,1,21,4
Křehké konektory,0,16,2
bez vad,0,7,2
"pekný vzhled, v pořádku",1,23,4
funguje bez obtíží,1,18,3
Velká délka,1,11,2
Zobáček proti nechtěnému vypojení,1,33,4
Nemá gumovou krytku konektoru,0,29,4
"není co dodat,přesně splnil co se očekávalo",1,43,7
cena/délku,1,10,1
Normální kabel,1,14,2
Je to prostě dlouhej káábel :) funguje,1,38,7
Dobra cena dostacujci kvalita...,1,32,4
Deset metrů.,1,12,2
klasický UTP kabel,1,18,3
normální tuhost i tloušťka,1,26,4
při doručení poštou dáte za kabel cca. 200 Kč,0,45,9
Oranžová!,1,9,1
Ne tak pevná izolace,0,20,4
Aretační kolíčky nemají krytku,0,30,4
Perfektně vede internet,1,23,3
Lehce se zlomí,0,14,3
Jede :D,1,7,2
možná barva...,0,14,2
levný,1,5,1
Šlape jak má,1,12,3
Dělá co má :-),1,14,4
Dobré přenos dat,1,16,3
"frci jak ma, proste kabel",1,25,5
"bez problémů, dobrá cena",1,24,4
Spolehlivý a funguje,1,20,3
Prostě kabel :-) Funguje.,1,25,4
Velice kvalitní kabel pro gigabitové sítě,1,41,6
Kabely Datacom používám u všech svých sítí,1,42,7
Naprostá spolehlivost i při rychlosti okolo 300Mbps full duplex,1,63,9
Normální,1,8,1
"I přes nízkou cenu kvalitní, tuhý",1,33,6
Kabel - slouží jak má :-),1,25,6
Zelený,1,6,1
je fakt dlouhej,1,15,3
za tu cenu super,1,16,4
Prostě kabel :) dobrá cena za 30m,1,33,7
Není to optika :D,0,17,4
klasický síťový kabel - pár drátu dle očekávání nemá problém,1,60,10
"Plne funkcni, nema zavady.",1,26,4
"Klasicky, spolehlivy",1,20,2
vykon~cena,1,10,1
"fungovalo mi to uplne super, ale az par dny potom jsem s spolub koupil wifinu a uz jsem ho nepotreboval :D",1,106,21
"neměří slibovaný 1m, ale pouhých 90cm.",0,38,6
pekná farba :),1,14,3
nenašla som,0,11,2
Prostě kabel...),1,16,2
Funguje bezvadně...,1,19,2
v poho,1,6,2
Je to síťový kabel o délce 20ti metrů a má koncovky na obou koncích.Vyšel mi akorát přesně od routeru až k PC.,1,110,22
obyčejný kabel není co vytknout,1,31,5
špatně jsem si ho změřil ale to je moje hloupost :),0,51,11
"kabel, vše ok :-)",1,17,4
Funguje jak má a jak se očekává,1,31,7
"co hodnotit na síťovém kabelu? že funguje, a jde díky barvě poznat mezi tou změtí ostatních? no tak určitě - KABEL OK",1,117,22
Není co řešit,1,13,3
"Nic sem nenasel, proste kabel :)",0,32,6
Normál,1,6,1
určitě doporučuji,1,17,2
žádné nevýhody,0,14,2
Výborný obchod a kabel plně funkční bez vad.,1,44,8
O žádných nevím.,0,16,3
Kvalitní kabel.,1,15,2
Hotový kabel,1,12,2
Tenká ochraná vrstva.,0,21,3
"Jsem spokojená,doporučuji.",1,26,2
"Nic, vše v pořádku.",0,19,4
Funguje bez problémů (můj 6letý syn si s ním sám denně bez problémů propojuje modem a notebook).,1,96,17
"funguje, to jsem necekal :-)",1,28,5
