text,label
Nic,1
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
bezproblémové,1
Vyborně vyrazná barva,1
Kvalitní,1
kabeluje s veselou barvou. ok,1
krásně žlutý,1
Vše OK,1
ok,1
funguje,1
nic,0
Normál,1
Nic,0
Dobrý,1
"mám ho jako z modemu do routeru domácího, barva je dobře vidět takže kabely nepopletu",1
nic,0
Funguje výborne,1
preco sa este vyrabaju TP kable bez ochrany zamku konektora?,0
konektory su v pohode,1
Funguje ako má.,1
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
rád se láme,0
Funguje :-),1
kvalitní kabel za příjemnou cenu,1
"Dráty použité v kabelu jsou vodivé, porty fungují, vydrží to předpokládám roky funkční.",1
"Česká společnost KRT Ostrava s.r.o. výrábí tento kabel, ale v názvu se předstírá, že je kabel zahraniční produkt.",0
Nelíbí se mi barva a výrobce nenabízí více barevných variant na výběr.,0
"Když bych viděl skutečnou zahraniční spolešnost, resp. její kabely na Alze, např. Satmaxium, tak si koupím raději za stejnou cenu Satmaxium a vyberu si i barvu (dávají na výběr, a za to bych si klidně připlatil). Líbil by se mi černý, nebo světle zelený, nebo průhledný který svítí když tečou data.",0
Nekroutí se,1
Rychlý,1
cena,1
kvalita,1
cena,1
kvalita,1
Dostupnost,1
Pro kameru přes PoE bez problémů,1
CAT5E,1
Kvalitní provedení,1
Hezká barva,1
stálej přenos,1
Bez problémů,1
Bez problemů,1
rychlost,1
žádné,0
funkční kabel - co chtít víc,1
funkční kabel - co chtít víc,1
ok,1
cena,1
cena,1
opletení kabelu by mohlo být bytelnější,0
Super,1
splnil očekávání,1
funguje,1
Rychlost a spracování,1
"dělá to to, co to má dělat",1
"dělá co má, za mě super",1
"Kabel, co víc k tomu napsat",1
Dobrý poměr cena/kvalita,1
Funguje jak má,1
👍🏻.,1
Kvalitní kabel s koncovkami.,1
funguje jak má,1
vynikající,1
rychlé doručení a dobrá kvalita,1
Kabel,1
Červený kabel,1
Vede komunikaci ze zdířky do zdířky,1
Cena,1
OK,1
ok,1
Dobrý materiál,1
Dobrý konektor,1
Dobrý balení,1
Černá barva je opravdu celkem černá a ne šedá (Jak se často potkávám),1
Chvíli trvalo kabel narovnat než se s ním dalo dělat,0
Na balení mohlo být použito míň plastu,0
ok,1
plně funkční,1
žádné,0
Funguje jak má a za super cenu,1
vše ok,1
funguje dobře,1
žádné,0
Kvalita,1
dlouhý,1
odolný,1
je to kabel :-),1
3 roky a stale funguje.,1
V poradku,0
Prostě kabel,1
normální síťový kabel,1
normální síťový kabel,1
normální síťový kabel,1
Fuguje pidoe očkávání,1
"dlouhý, funguje 95% času",1
"je horší na rychlost, občas se tak jako 'vypojí', nutno poštelovat konektor",0
Praktické,1
spokojenost,1
funkční,1
fajn cena,1
"Normální průměrný kabel:)žádná hitparáda, ale šunt to taky zrovna není.",1
vše ok,1
žlutý,1
tenký,0
při běžné manipulaci se nepoškodí.,1
pevné koncovky,1
není chyba produktu ale z nějakého důvodu tento typ kabelu láká moji kočku a do jednoho dne kabel prokouše. (ostatní kabely ignoruje),0
všechno v pořádku 😉,1
žádný,0
Dobrý,1
kabel funguje spolehlivě,1
Spokojenost,1
"Normální datový kabel, funguje",1
Nic,1
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
délka,1
rychlý přenos,1
funguje,1
dost dlouhý,1
funguje ok,1
Levný a funkční.,1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
Spokojenost,1
Vyžádal si kabel odborník  super,1
Funguje,1
Splňuje specifikaci,1
15 m,1
cena,1
super,1
"Funguje jak má, plní svůj účel. Super poměr kvalita versus cena.",1
Propojení routeru s televizí - funguje,1
základní kabel,1
dobrá cena,1
černá barva,1
není moc odolný,0
cena,1
kvalita,1
Jedná se o normální kabel pro siťové napojení periférii. Vzhledem k ceně jen na použití v interiéru,1
"Dělá to, co má, přenáší pakety :D",1
Rychlost ok,1
Vzhled,1
V konektoru drží :D,1
Prostě funkční kabel cat 5e,1
Funguje,1
zlomila se packa,0
Kabel na 20 metrů nemá ztrátu,1
Stahuji plnou rychlostí 40mb/s,1
"Splnil očekávání, funguje .",1
kvalita,1
plní svoji funkci ok,1
dobrá cena,1
V pořádku,1
Spolehlivý přenos,1
Láme se plast,0
funkční,1
žádné,0
Cena,1
Kvalita,1
Cena,1
Kvalita,1
Cena,1
Délka,1
Barva,1
přenos dat naprosto v pořádku,1
"Funguje, jak má",1
není na tom co zkazit,1
"Kvalita materiálu, žádná tenká nit.",1
Rychlé dodání,1
Nevím o nich.,0
Super vodič,1
WiFi funguje,1
Díky tomuto kabelu vám mohu odepsat,1
Drát je moc dlouhý,0
vše v pořádku,1
Je to kabel,1
Žádné,0
Cena,1
"Mozna jen  chyba kusu, ale byl nefunkcni.",0
Žádné,0
Co říct👍,1
Kabel funguje bez problémů,1
Líbí se mi i ta oranžová barva,1
Splnil očekávání,1
OK,1
"příjemný na práci, flexibilní",1
Je to kabel...,1
Dávejte bacha na délku :-D,0
Výrazná barva,1
"Funguje, jak má",1
"Trochu tužší, než bych rád",0
Doporučuji,1
Nic,0
funguje,1
nic,0
Vše v pohodě,1
Nic,0
Funguje,1
Nic,0
Kabel,1
Černý,1
Ideální délka na připojení Smart TV,1
Kabel kabelovitý,1
Černý,1
Ideální délky,1
rychlost dodání,1
"Kabel, no :-))",1
"Používám na gigabitovou síť, v poho",1
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1
Nemám,1
Nemám žádný,0
Žádný,1
prostě kabel nic víc nic míň,1
Je to kabel,1
Funguje jak má,1
Nic,0
funguje,1
žádné,0
Klasika,1
"FUNGUJE , JAK MÁ",1
Cena,1
Funkční,1
Slabý vodič,0
Vnější izolace se hned láme.,0
prostě kábl...,1
černý a 10 m dlouhy,1
funguje,1
Funguje jak má,1
Funguje přes něj internet 300 Mmbit,1
Hezky zacvakávají koncovky,1
Neutrální barva,1
Nelze zohnout do pravého úhlu,0
Funguje jak má,1
Prostě kabel - funguje :-),1
Nic,0
Dělá co má.,1
Nic,0
Kabel... Kabeluje :-),1
Kabel... Kabeluje :-),1
Funguje jak má,1
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1
funguje,1
měkký,1
flexibilní,1
Docela dlouhej,1
Mohl mít normální barvu,0
funguje jak má,1
nic,0
Good quality,1
Speed is slow for internet connection as it is CAT5E,0
Bez problémů super,1
"Hotový kabel i s koncovkami , bez chyby!!!",1
Cena,1
splňuje očekávání,1
Je to kabel,1
Tahá to ty internety,1
Je to docela dlouhý kabel,1
"Barva nikoho neurazí, takzvaně neutrální šedá",1
Mohl by být i delší,0
Není bílý,0
funguje,1
Super kabel,1
Super kabel,1
Super kabel,1
Pevný kabel,1
Cena,1
Zadny problem,1
Zadne,0
Bez problemu,1
Zadne,0
Zalisované koncovky,1
"brutálně hubený kabílek, lepší si někde koupit kabel silnější v metráži a koncovky si nakrimpovat",0
dobrý běžný kabel,1
"Slouží, jak má",1
"kabel, router - home base",1
funguje,1
kabel router - telka - funguje,1
Kromě přenosu dat funguje i jako devítiocasá kočka.,1
Načítání reklam je teď o dost rychlejší než přes hliníkovou dvoulinku.,1
Sexy barva bužírky,1
Přestřihnutím získáte neprůstřelný firewall,1
Čekal bych obsáhlejší návod a varování o epilepsii,0
Rychle dodani.,1
"Kvalia, dobra cena.",1
Cena,1
Plní účel,1
Nic,0
Plní účel,1
Nic,0
Plní účel,1
Nic,0
funguje,1
farba,1
Cena,1
Přiměřená cena,1
dlouhý černý kabel,1
dosáhne tam kam potřebuju,1
mohl by být delší,0
Funkcni,1
Works,1
"Úplně obyčejný kabel, který dělá přesně to, co od něj potřebuji. Je kabel.",1
"Neumí věci, které by člověk od kabelu nečekal, třeba uklidit.",0
Je fakt super,1
funguje,1
Perfektní barva,1
Skvělá barevnost,1
Pěkná barva,1
Výborný dlouhý patchkabel,1
Kvaltní stínění i v délce 15 m v kanceláři málo interferenci,1
funguje jak má,1
mohl by být užší,0
Super rychlost,1
Pěkné koncovky,1
Nevím k čemu slouží ale mám ho.,0
Dela co má,1
Dela co má,1
Funguje,1
Funguje,1
Funguje,1
Levný a slouží OK,1
Úplně normální kabel,1
Délka 40m,1
Nesmí se zamotat jinak je to peklo,0
Standardní kabel,1
Dělá co má,1
Je to kabel,1
Není možnost růžové barvy,0
Kabel co dokáže vést internet,1
"Kabel, který funguje...",1
"Chybí ochrana plastové západky / zámku, který drží kabel zapojený v konektoru. I při opatrném zacházení se časem ulomí...",0
kabel,1
funguje,1
Kvalitní kabel,1
Nic,0
Funguje jak má,1
Ne,0
"Normalni kabel, plně funkční, děla co ma.",1
Rychlos,1
"Funguje, je zelený.",1
nic,0
Co by se očekávalo od UTP kabelu,1
vše podle očekávání,1
Plní účel,1
Zatím žádné,0
Funkční 1000mbps přenos,1
Nic,0
"Cena, rychlé dodání",1
Nic,0
Funguje jak má,1
Cena,1
"Měkká bužírka, strašně snadno se láme při překroucení",0
dostupnost na provozovně,1
cena,1
propustnost (1 Gbps),1
je línej - zeď jsem musel provrtat sám :),0
žádné,0
Vysoce kvalitní kabel s velkou kvalitou a rychle jede do wifi,1
Moc vysoká cena,0
Nekvalitní guma,0
Super cena,1
Funguje jak má,1
Dělá co má,1
Nic,0
funguje,1
Kabely dorazily ve dvou barevných odstínech. Ale na funkci to samozřejmě vliv nemá. Spíše detail.,0
"DOPORUČUJI Cena, kvalita.",1
"Prostě to funguje tak, jak by člověk čekal.",1
"Dosah wifi je dostatečný, přenosová rychlost dobrá.",1
Funguje,1
Nic,0
Da sa s nim zviazat neposedne dieta,1
Pakety vedie krasne a rovno,1
Zanechava rany po silnych svihoch,0
funguje jak má,1
žádné neshledávám,0
"Prostě kabel, slouží jak má :D",1
Žádné,0
Dost dlouhý,1
Vše jak má být,1
Funguje,1
"Dělá to, co dělat má :)",1
"Dělá to, co dělat má :)",1
"dlouhý, úzký, prostě jak má správnej kabel vypadat",1
nic,0
"Dobrý kabel , propustnost MB bezproblémová i na tak velkou vzdálenost",1
Nic,0
"Je to kabel. K tomu k cemu je urceny, tak funguje.",1
Neda se zapojit do mikrovlnky,0
Funguje,1
Nic,0
"prostě drát, dělá co má, a je nádherně červený",1
není zelený,0
Moc nám tento výrobek pomohl,1
Žádné nejsou,0
funguje jak má,1
nic,0
taková tkanička ve které se drátky překrucují,0
"do dirky pasuje akorát, jemne cvakne po vsunuti, cena",1
"moc toho nenamluvi, kabel jeden",0
Funguje,1
Nic,0
k mému velkému překvapení propojil dvě zařízení,1
"na švihadlo pro dospělého jsou dva metry vážně málo, takže jestli chcete s kabelem cvičit, pořiďte si delší :-)",0
"Co rict, proste kabel :-)",1
"Spoji a funguje, jak ma.",1
Vyber z mnoha barev.,1
"Az doslouzi, da se z nej udelat 4-5 svihadel ;-)",1
"Neuvari, nevypere a neuklizi ;-)",0
pěkný doplněk kolem pasu,1
při mlácení dětí nedělá rámus,1
vhodný do přírody na lov či zdolávání hory,1
nemá led osvětlení,0
žádné viditelné logo,0
nelze připojit k telefonu,0
Klasický spolehlivý kabel,1
Ohebný,1
cena,1
rychlost dodání,1
tenký a snadno se dá poškodit,0
dobrá cena,1
"pro mne nevhodné barevn= řešení, ale je to schované, takže to moc nevadí",0
Úzký kabel,1
Výběr délky kabelu,1
funguje jak ma.,1
délka je akorát,1
Rychlý datový přenos,1
Doporučuji spíše koupit CAT6,0
Funguje,1
Nemá ochranu zámku tak jak je vyobrazeno.,0
Kabeluje,1
Da se o nej zakopnout,0
Funguje,1
splňuje požadavky,1
Slouží jak má,1
Žádné,0
Prostě funkční kabel.,1
Žádné.,0
Standardní data kabel dobrá ohebnost .,1
Žádné,0
Kabel je kabel a je funkční. Co bych asi na něm mohl hodnotit???;-)),1
funguje jak má,1
cena,1
délka,1
funguje jak má,1
délka,1
cena,1
funguje,1
cena,1
Nemá,0
Kvalitní,1
vyhovuje,1
funguje,1
Je to kabel.,1
Prenasi data.,1
Kdyz ho odpojis tak je z nej porad kabel.,0
Noooo kabel kabeluje jak má takže …….joooo dobrý.,1
Nechce si povídat,0
Funguje !!!,1
Nic,0
Good quality and good price.,1
Funguje jak má,1
luxusne zabalený v priehľadnej fólii,1
"má 2 konce, čo sa môže hodiť",1
jeden z 50 odtieňov sivej,1
Dlouhý a kabelovitý ethernetí kabel,1
cena,1
Fajn cena,1
Dobrá délka,1
Udělá internet,1
Nenatáhnul se sám,0
"Funguje tak, jak má.",1
Prostě funguje,1
Neuveritelne smrdi (jako fakt),0
Kvalitní,1
Rozumná cena,1
Rychlost dodání,1
Funguje :),1
Lehce se odebírá ze zásuvek,1
Pracuje jak má,1
Žádné,0
Funguje..,1
dělá co má,1
krátký :-D,0
krátký :-D,0
zelený,1
krátký :),0
kabeluje,1
Plně vyhovuje,1
perfect :),1
nic,0
vede dobře a byl levný,1
"je to proste kabel, ktery zatim funguje",1
Funguje jak má 😉,1
Délka,1
Barva,0
kvalitní kabel,1
kvalitní kabel,1
kvalitní kabel,1
Kvalitní kabel,1
ztráta rychlosti - zřejmě očekávatelné od této delky kabelu,0
":-) Jaké klady napsat ke kabelu, že? Prostě funguje :-) Což se očekává. :)",1
Funguje jak má.,1
"ok, dela to co kazdy kabel",1
mohl by mi umet udelat snidani do postele,0
"cena,rychlé dodání",1
nic,0
funguje,1
musel jsem zaplatit :),0
Je dlouhý 20 metrů,1
Je ethernetový,1
A je to kabel,1
"Sám se zdí neprotáhne, musíte do udělat vy :)",0
"Není na tom moc co pokazit, funguje, má jenom maličko slabší bužítku, ale kdo to u tohohle řeší?",1
"Pěkně se klade, hodně pustí a přibouchnutý ve dveřích nepřekáží.",1
O půl centimetru delší než uvedená délka,0
Velmi úhledně srolovaných 20 metrů kabelu.,1
funguje,1
Plní svůj účel bez problému.,1
"Za tu cenu je v pořádku, obyčejný síťový kabel.",1
Zatím nic.,0
Idealni delka,1
"Jedinou funkci, kterou má, plní dobře. :D",1
"pevně nakrympováno, odolný měkčený pvc",1
"pevně nakrympováno, odolný měkčený pvc",1
funguje - to jsem chtěl,1
Chodí spolehlivě na 1GB síti,1
"pohodlná práce při zapojování, funguje dobře",1
nevím,0
Dlouhý a spolehlivý.,1
Strašně smrděl novotou po vybalení :-),0
Dobře ohebný,1
"Moc se nekroutí, i když byl v balení namotaný!",1
"Pevný, pružný, odolný",1
Bez problémů,0
dela co ma bez potize,1
zatim nic,0
funguje,1
nic,0
funguje,1
nic,0
splňuje to co má,1
nic,0
Funguje,1
Délka a barva souhlasí s popisem.,1
"Kabel není dostatečně pružný. To ukazuje, že pletivo drátů není jemné či dokonce že vodiče tvoří silné dráty. Kabel asi dlouho nevydrží. Škoda, že v popisu zboží není o kvalitě zmínka.",0
Kvalitní kabel,1
Žádné,0
"Kvalita,ale pozor 25 cm není opravdu mnoho........",1
Žádné,0
Kvalitní kabel,1
Žádné,0
Kvalitní kabel,1
Žádné,0
Kvalitní kabílek,1
"Časem zjistíte, že 25 cm opravdu není mnoho",0
"Příjemná práce s tímto kabelem.Není ani těžký ani tlustý, na ohyb dobrý.",1
Možnost barevných variant,1
Žádné,0
zcela dostačuje k propojení wifi-routeru a smartTV,1
"od doby, co máme kabel, nám Ibod vždy funguje :-)",1
Levné plastové lamaci koncovky,0
Barevný,1
To nevím. Snad mohl být měkčí.,0
"Překvapivě více měkký než jiné klasické UTP kabely, na které jsem zvyklý.",1
"šmejd, z 30 ti kusů jich správně fungovalo 5. Kupoval jsem víc variant 0,5m patch kabelů od Datacomu, skoro všechny nefungovaly.",0
"šmejd, z 30 ti kusů jich správně fungovalo 5. Kupoval jsem víc variant 0,5m patch kabelů od Datacomu, skoro všechny nefungovaly.",0
"šmejd, z 30 ti kusů jich správně fungovalo 5.",0
"Kupoval jsem víc variant 0,5m od Datacomu, skoro všechny nefungovaly.",0
barevné odlišení je výborné jakmile máte 8-portový switch,1
"levny, a zatim funkcni",1
"hrozne mekky kabel, dle meho nazoru bez jakekoliv zpevneni, stineni",0
"pokud bude ulozen na mistech kde nebude vystaven namahani, nebo manipulaci, ok",0
"zatim funkcni, ale duveru ve me moc nebudil",0
Kvalitní provedení,1
Nejsou,0
Kvalitne prevedenie koncoviek,1
Cena / dlzka,0
"Barevné varianty, které jsou dostupné.",1
Stínění je minimální - přeříznuto mírným škobrtnutím nůžek,0
nezklamal,1
nic,0
nezklamal,1
mic,0
dobře ohebný,1
nenašel jsem,0
dlouhý,1
nezvyšuje rychlost internetu,0
proste kabel,1
dela co ma,1
"Čekal jsem kabel, dostal jsem kabel.",1
na tom se nedá nic zkazit,1
nic,0
Délka,1
Rychlost,1
Ohebnost,1
S konektory,1
UTPčko no takže měkčí a snadnější rušení,0
hezký,1
černý,0
Funguje jak má.. :),1
nic,0
Skvělá barevnost,1
Prostě funguje,1
Funguje,1
"Kabely rozdílných barev mi pomohly podstatně zjednodušit pátrání, kam který vede",1
Funguje-velmi dobrý...,1
NIC.,0
kabel,1
funguje,1
hezká barva,1
bez připomínek,1
funguje,1
nic,0
Funguje výborne,1
funguje,1
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
rád se láme,0
Funguje :-),1
kvalitní kabel za příjemnou cenu,1
"Dráty použité v kabelu jsou vodivé, porty fungují, vydrží to předpokládám roky funkční.",1
"Česká společnost KRT Ostrava s.r.o. výrábí tento kabel, ale v názvu se předstírá, že je kabel zahraniční produkt.",0
Nelíbí se mi barva a výrobce nenabízí více barevných variant na výběr.,0
"Když bych viděl skutečnou zahraniční spolešnost, resp. její kabely na Alze, např. Satmaxium, tak si koupím raději za stejnou cenu Satmaxium a vyberu si i barvu (dávají na výběr, a za to bych si klidně připlatil). Líbil by se mi černý, nebo světle zelený, nebo průhledný který svítí když tečou data.",0
Nekroutí se,1
Rychlý,1
cena,1
kvalita,1
cena,1
kvalita,1
Dostupnost,1
Pro kameru přes PoE bez problémů,1
CAT5E,1
Kvalitní provedení,1
Hezká barva,1
stálej přenos,1
Bez problémů,1
Bez problemů,1
rychlost,1
žádné,0
funkční kabel - co chtít víc,1
funkční kabel - co chtít víc,1
ok,1
cena,1
cena,1
opletení kabelu by mohlo být bytelnější,0
Super,1
splnil očekávání,1
funguje,1
Rychlost a spracování,1
"dělá to to, co to má dělat",1
"dělá co má, za mě super",1
"Kabel, co víc k tomu napsat",1
Dobrý poměr cena/kvalita,1
Funguje jak má,1
👍🏻.,1
Kvalitní kabel s koncovkami.,1
funguje jak má,1
vynikající,1
rychlé doručení a dobrá kvalita,1
Kabel,1
Červený kabel,1
Vede komunikaci ze zdířky do zdířky,1
Cena,1
OK,1
ok,1
Dobrý materiál,1
Dobrý konektor,1
Dobrý balení,1
Černá barva je opravdu celkem černá a ne šedá (Jak se často potkávám),1
Chvíli trvalo kabel narovnat než se s ním dalo dělat,0
Na balení mohlo být použito míň plastu,0
ok,1
plně funkční,1
žádné,0
Funguje jak má a za super cenu,1
vše ok,1
funguje dobře,1
žádné,0
Kvalita,1
dlouhý,1
odolný,1
je to kabel :-),1
3 roky a stale funguje.,1
V poradku,0
Prostě kabel,1
normální síťový kabel,1
normální síťový kabel,1
normální síťový kabel,1
Fuguje pidoe očkávání,1
"dlouhý, funguje 95% času",1
"je horší na rychlost, občas se tak jako 'vypojí', nutno poštelovat konektor",0
Praktické,1
spokojenost,1
funkční,1
fajn cena,1
"Normální průměrný kabel:)žádná hitparáda, ale šunt to taky zrovna není.",1
vše ok,1
žlutý,1
tenký,0
při běžné manipulaci se nepoškodí.,1
pevné koncovky,1
není chyba produktu ale z nějakého důvodu tento typ kabelu láká moji kočku a do jednoho dne kabel prokouše. (ostatní kabely ignoruje),0
všechno v pořádku 😉,1
žádný,0
Dobrý,1
kabel funguje spolehlivě,1
Spokojenost,1
"Normální datový kabel, funguje",1
Nic,1
Funguje jak má :),1
přenáší data,1
Úplně v pohodě kablík,1
OK.,1
Vydrží,1
Kvalita zpracování,1
Cena,1
dobrá cena,1
Dosáhnout kam má,1
Protáhnutí dírou skrz zeď přežil (zanesený konektor),1
Funguje dobře,1
🤔,0
Kvalita,1
Doporučuji,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
dobrý poměr cena/kvalita,1
délka,1
rychlý přenos,1
funguje,1
dost dlouhý,1
funguje ok,1
Levný a funkční.,1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
"Levný, ale bez zjevných ustupků na kvalitě",1
Utáhne PoE+ (vyzkoušeno),1
Spokojenost,1
Vyžádal si kabel odborník  super,1
Funguje,1
Splňuje specifikaci,1
15 m,1
cena,1
super,1
bezproblémové,1
"Funguje jak má, plní svůj účel. Super poměr kvalita versus cena.",1
Propojení routeru s televizí - funguje,1
základní kabel,1
dobrá cena,1
černá barva,1
není moc odolný,0
cena,1
kvalita,1
Jedná se o normální kabel pro siťové napojení periférii. Vzhledem k ceně jen na použití v interiéru,1
"Dělá to, co má, přenáší pakety :D",1
Rychlost ok,1
Vzhled,1
V konektoru drží :D,1
Prostě funkční kabel cat 5e,1
Funguje,1
zlomila se packa,0
Kabel na 20 metrů nemá ztrátu,1
Stahuji plnou rychlostí 40mb/s,1
"Splnil očekávání, funguje .",1
kvalita,1
plní svoji funkci ok,1
dobrá cena,1
V pořádku,1
Spolehlivý přenos,1
Láme se plast,0
funkční,1
žádné,0
Cena,1
Kvalita,1
Cena,1
Kvalita,1
Cena,1
Délka,1
Barva,1
přenos dat naprosto v pořádku,1
"Funguje, jak má",1
není na tom co zkazit,1
"Kvalita materiálu, žádná tenká nit.",1
Rychlé dodání,1
Nevím o nich.,0
Super vodič,1
WiFi funguje,1
Díky tomuto kabelu vám mohu odepsat,1
Drát je moc dlouhý,0
vše v pořádku,1
Je to kabel,1
Žádné,0
Cena,1
"Mozna jen  chyba kusu, ale byl nefunkcni.",0
Žádné,0
Co říct👍,1
Kabel funguje bez problémů,1
Líbí se mi i ta oranžová barva,1
Splnil očekávání,1
OK,1
"příjemný na práci, flexibilní",1
Je to kabel...,1
Dávejte bacha na délku :-D,0
Výrazná barva,1
"Funguje, jak má",1
"Trochu tužší, než bych rád",0
Doporučuji,1
Nic,0
funguje,1
nic,0
Vše v pohodě,1
Nic,0
Funguje,1
Nic,0
Kabel,1
Černý,1
Ideální délka na připojení Smart TV,1
Kabel kabelovitý,1
Černý,1
Ideální délky,1
rychlost dodání,1
"Kabel, no :-))",1
"Používám na gigabitovou síť, v poho",1
"Super, na rozdíl od nějakých jiných noname kabelů mi nezpomaluje můj net v optice 250 Mbps",1
Nemám,1
Nemám žádný,0
Žádný,1
prostě kabel nic víc nic míň,1
Je to kabel,1
Funguje jak má,1
Nic,0
funguje,1
žádné,0
Klasika,1
"FUNGUJE , JAK MÁ",1
Cena,1
Funkční,1
Slabý vodič,0
Vnější izolace se hned láme.,0
prostě kábl...,1
černý a 10 m dlouhy,1
funguje,1
Funguje jak má,1
Funguje přes něj internet 300 Mmbit,1
Hezky zacvakávají koncovky,1
Neutrální barva,1
Nelze zohnout do pravého úhlu,0
Funguje jak má,1
Prostě kabel - funguje :-),1
Nic,0
Dělá co má.,1
Nic,0
Kabel... Kabeluje :-),1
Kabel... Kabeluje :-),1
Funguje jak má,1
"Je to prostě kabel, který funguje tak, jak se očekává. Nic víc, nic míň. Za tuto cenu super",1
funguje,1
měkký,1
flexibilní,1
Docela dlouhej,1
Mohl mít normální barvu,0
funguje jak má,1
nic,0
Good quality,1
Speed is slow for internet connection as it is CAT5E,0
Bez problémů super,1
"Hotový kabel i s koncovkami , bez chyby!!!",1
Cena,1
splňuje očekávání,1
Je to kabel,1
Tahá to ty internety,1
Je to docela dlouhý kabel,1
"Barva nikoho neurazí, takzvaně neutrální šedá",1
Mohl by být i delší,0
Není bílý,0
funguje,1
Funguje jak má,1
Funguje,1
funguje,1
nic,0
plní účel,1
barva,1
pěkná barva,1
Kabel - slouží jak má :-),1
pekná farba :),1
nenašla som,0
Funguje (jeste tak aby ne!),1
Dobre ohebny,1
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
funguje,1
bez ochrannej pätky na konektore,0
rád se láme,0
Funguje :-),1
kvalitní kabel za příjemnou cenu,1
"Dráty použité v kabelu jsou vodivé, porty fungují, vydrží to předpokládám roky funkční.",1
"Česká společnost KRT Ostrava s.r.o. výrábí tento kabel, ale v názvu se předstírá, že je kabel zahraniční produkt.",0
Nelíbí se mi barva a výrobce nenabízí více barevných variant na výběr.,0
"Když bych viděl skutečnou zahraniční spolešnost, resp. její kabely na Alze, např. Satmaxium, tak si koupím raději za stejnou cenu Satmaxium a vyberu si i barvu (dávají na výběr, a za to bych si klidně připlatil). Líbil by se mi černý, nebo světle zelený, nebo průhledný který svítí když tečou data.",0
Nekroutí se,1
Rychlý,1
cena,1
kvalita,1
cena,1
kvalita,1
Dostupnost,1
Pro kameru přes PoE bez problémů,1
CAT5E,1
Kvalitní provedení,1
Hezká barva,1
stálej přenos,1
Bez problémů,1
Bez problemů,1
rychlost,1
žádné,0
funkční kabel - co chtít víc,1
funkční kabel - co chtít víc,1
ok,1
cena,1
cena,1
opletení kabelu by mohlo být bytelnější,0
Super,1
splnil očekávání,1
funguje,1
Rychlost a spracování,1
"dělá to to, co to má dělat",1
"dělá co má, za mě super",1
"Kabel, co víc k tomu napsat",1
Dobrý poměr cena/kvalita,1
👍🏻.,1
Kvalitní kabel s koncovkami.,1
funguje jak má,1
vynikající,1
rychlé doručení a dobrá kvalita,1
Kabel,1
Červený kabel,1
Vede komunikaci ze zdířky do zdířky,1
Cena,1
OK,1
ok,1
Dobrý materiál,1
Dobrý konektor,1
Dobrý balení,1
Černá barva je opravdu celkem černá a ne šedá (Jak se často potkávám),1
Chvíli trvalo kabel narovnat než se s ním dalo dělat,0
Na balení mohlo být použito míň plastu,0
ok,1
plně funkční,1
žádné,0
Funguje jak má a za super cenu,1
vše ok,1
funguje dobře,1
žádné,0
Kvalita,1
dlouhý,1
odolný,1
je to kabel :-),1
3 roky a stale funguje.,1
V poradku,0
Prostě kabel,1
normální síťový kabel,1
normální síťový kabel,1
normální síťový kabel,1
Fuguje pidoe očkávání,1
"dlouhý, funguje 95% času",1
"je horší na rychlost, občas se tak jako 'vypojí', nutno poštelovat konektor",0
Praktické,1
spokojenost,1
funkční,1
fajn cena,1
"Normální průměrný kabel:)žádná hitparáda, ale šunt to taky zrovna není.",1
vše ok,1
žlutý,1
tenký,0
při běžné manipulaci se nepoškodí.,1
pevné koncovky,1
není chyba produktu ale z nějakého důvodu tento typ kabelu láká moji kočku a do jednoho dne kabel prokouše. (ostatní kabely ignoruje),0
všechno v pořádku 😉,1
žádný,0
Dobrý,1
kabel funguje spolehlivě,1
Spokojenost,1
"Normální datový kabel, funguje",1
Nic,1
